Director,Genre(s)
Herbert L. Strock,"['Horror', 'Science Fiction']"
Chezzy Boy,"['Action', 'Drama']"
 Muscle,"['Action', 'Drama']"
Spencer Weber,"['Documentary', 'Sports']"
Nick Hatton Jones,"['Kids', 'Special Interest', 'Animation']"
 Richard Hickey,"['Kids', 'Animation']"
Richard Hickey,"['Kids', 'Special Interest', 'Animation']"
 Nick Hatton Jones,"['Kids', 'Special Interest']"
Moonbug Entertainment,"['Kids', 'Animation']"
Moonbug Entertainment,"['Kids', 'Animation']"
Nick Hatton Jones,"['Kids', 'Special Interest', 'Animation']"
 Richard Hickey,"['Kids', 'Animation']"
Richard Hickey,"['Kids', 'Special Interest', 'Animation']"
 Nick Hatton Jones,"['Kids', 'Special Interest']"
Cannis Holder,"['Kids', 'Animation']"
Nick Hatton Jones,"['Kids', 'Special Interest', 'Animation']"
 Richard Hickey,"['Kids', 'Animation']"
Damien Eckhardt-Jacobi,"['Comedy', 'Kids']"
 Vincent Bova,"['Comedy', 'Kids']"
Daniel Doherty II,['Comedy']
Clay Tweel,"['Documentary', 'Sports']"
Iginio Straffi,"['Animation', 'Comedy']"
Vishal Devrukhkar,"['Comedy', 'Drama', 'International']"
Edgar G. Ulmer,"['Action', 'Drama', 'Horror', 'Science Fiction']"
Edgar J. Ulmer,['Suspense']
Jake Helgren,"['Comedy', 'Suspense']"
Charles Lamont,"['Action', 'Suspense', 'Military and War', 'Drama']"
Paul M. Green,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Paul M. Green,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Jim Jarmusch,"['Comedy', 'Drama', 'Documentary', 'Music Videos and Concerts', 'Special Interest']"
Baeble Music,"['Music Videos and Concerts', 'Comedy', 'Arts', 'Entertainment', 'and Culture']"
William Beaudine,"['Suspense', 'Action', 'Drama', 'Comedy', 'Horror', 'Adventure']"
Scott Rutherford,['Horror']
 Ben Peyser,['Horror']
Predrag Antonijevic,"['Drama', 'Suspense']"
Charlie Comparetto,"['Horror', 'Suspense', 'Young Adult Audience']"
Nils Skapāns,['Kids']
Aparna Sen,['Drama']
Santhosh P Jayakumar,"['Comedy', 'International', 'Romance']"
Joan Carr-Wiggin,"['Comedy', 'Drama', 'Romance']"
Cory Krueckeberg,"['LGBTQ', 'Romance']"
Ninian Doff,"['Adventure', 'Comedy']"
James Reed Jr.,['Comedy']
Rocco Urbisci,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Documentary']"
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
Lauren Greenfield,"['Arthouse', 'Documentary']"
Mainak Bhaumik,"['International', 'Suspense', 'Arts', 'Entertainment', 'and Culture', 'Drama']"
Robert Gordon,"['Western', 'Documentary']"
Jane Preston,['Documentary']
Gary Owen,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Michael A. Bloom,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
 Chuck Vinson,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Adil El Arbi,"['Action', 'Suspense']"
 Bilall Fallah,"['Action', 'Suspense']"
Andrew Goth,"['Action', 'Science Fiction']"
Jerry Kramer,['Comedy']
Joe Hostettler,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Gallagher,"['Documentary', 'Comedy', 'Special Interest']"
Wayne Orr,['Comedy']
Gallagher,"['Documentary', 'Comedy', 'Special Interest']"
Joe Hostettler,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Joe Hostettler,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Marc Payton,"['Comedy', 'Special Interest']"
Abel Dare,['Comedy']
Thomas Lucas,['Documentary']
S Krishna,"['Action', 'Drama']"
Norman Taurog,"['Arts', 'Entertainment', 'and Culture', 'Comedy']"
Alexander Wraith,"['Action', 'Comedy']"
Cannis Holder,"['Kids', 'Animation']"
Nick Hatton Jones,"['Kids', 'Special Interest', 'Animation']"
 Richard Hickey,"['Kids', 'Animation']"
Joseph Kane,"['Western', 'Action', 'Suspense', 'Military and War']"
Sam Newfield,"['Western', 'Arts', 'Entertainment', 'and Culture', 'Drama', 'Action', 'Adventure', 'Suspense']"
Sean Cisterna,"['Comedy', 'Drama']"
Sacha Jenkins,"['Documentary', 'Special Interest']"
Pannaga Bharana,"['Action', 'Comedy']"
Shana Betz,"['Drama', 'Suspense']"
Jordan Hill,"['Documentary', 'Special Interest']"
Saurabh Shrivastava,"['Comedy', 'International']"
Bob Byington,"['Comedy', 'Drama']"
Christopher Andersen,['Documentary']
Randy Korompis,"['Action', 'Suspense']"
Andrew Jacobs,"['Documentary', 'Comedy']"
Sven Unterwaldt,"['Animation', 'Kids', 'Action']"
William H. Bushnell Jr.,['Comedy']
Joshua Sanchez,"['LGBTQ', 'Romance']"
Katia Lewkowicz,['Comedy']
Claudia Myers,"['Action', 'Drama']"
Clyde Scott,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Oleg Stepchenko,"['Action', 'Science Fiction', 'Suspense']"
David McAbee,"['Drama', 'Special Interest']"
Edward Sutherland,['Comedy']
 A. Edward Sutherland,['Comedy']
Jeffrey Bloom,['Horror']
Rob Pallatina,['Horror']
Steve Kloves,['Drama']
Bruce Gower,"['Documentary', 'Music Videos and Concerts']"
Chang Jeong,['Action']
Stephen Kinigopoulos,"['Drama', 'Suspense']"
 Alexa Kinigopoulos,"['Drama', 'Suspense']"
John N. Smith,"['Drama', 'Documentary']"
Jerry Hibbert,['Kids']
Jay Bachochin,"['Adventure', 'Documentary', 'Special Interest']"
Julian Grant,"['Drama', 'Kids', 'Action', 'Adventure', 'Science Fiction']"
Warren Fast,"['Drama', 'Kids', 'Special Interest']"
Kayli Fortun,"['Drama', 'Kids']"
Hugh Hudson,['Drama']
Anjan Dutta,"['Drama', 'International']"
Sam Newfield,"['Western', 'Arts', 'Entertainment', 'and Culture', 'Drama', 'Action', 'Adventure', 'Suspense']"
Otto Brower,"['Western', 'Drama', 'Suspense']"
 David Burton,['Western']
Herbert Kline,"['Drama', 'Action', 'Kids', 'Military and War']"
Sean McNamara,"['Action', 'Drama', 'Arts', 'Entertainment', 'and Culture', 'Comedy', 'Kids']"
David Evans,"['Comedy', 'Drama']"
Harry L. Fraser,['Western']
Deb Ellis,"['Documentary', 'Special Interest']"
 Denis Mueller,"['Documentary', 'Special Interest']"
Gabriele Muccino,['Drama']
John Huston,"['Adventure', 'Drama', 'Military and War', 'Comedy', 'Sports']"
Mark Neale,"['Action', 'Sports']"
James Moll,"['Documentary', 'Drama', 'Special Interest']"
Louise Palanker and Bill Filipiak,"['Arts', 'Entertainment', 'and Culture', 'Documentary', 'Special Interest']"
Darlene Naponse,"['Drama', 'Horror', 'Western']"
Ernie Barbarash,['Action']
Vishwak Sen,"['Action', 'Drama', 'International']"
Vincent Masciale,"['Comedy', 'Drama', 'Science Fiction']"
Charles Sturridge,"['Adventure', 'Kids']"
Tom O'Brien,"['Drama', 'Romance']"
Michael Moore,"['Arts', 'Entertainment', 'and Culture', 'Arthouse', 'Documentary', 'Special Interest']"
Vanessa Gazy,"['Horror', 'Suspense']"
  Jeremy Robbins,"['Horror', 'Suspense']"
  Nicholas Verso,"['Horror', 'Suspense']"
  Shawn Thompson,"['Horror', 'Suspense']"
Anil Ravipudi,"['Comedy', 'International', 'Action', 'Drama']"
William Witney,"['Suspense', 'Western', 'Action', 'Drama', 'Science Fiction']"
Kelley Slagle,"['Documentary', 'Science Fiction', 'Special Interest']"
 Brian Stillman,"['Documentary', 'Science Fiction', 'Special Interest']"
Jay Lowi,"['Drama', 'Suspense']"
Baeble Media,['Music Videos and Concerts']
Joe Dante,"['Action', 'Science Fiction', 'Horror', 'Adventure', 'Kids']"
Steve Greisen,"['Documentary', 'Special Interest']"
Cannis Holder,"['Kids', 'Animation']"
Matt Green,"['Horror', 'Suspense', 'Action']"
Brian Jordan Alvarez,"['Arthouse', 'Comedy']"
Beno Obano,['Documentary']
Bobcat Goldthwait,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Cybela Clare,"['Special Interest', 'Documentary']"
Cybela Clare,"['Special Interest', 'Documentary']"
Enzo G. Castellari,"['Action', 'Science Fiction']"
Roar Uthaug,"['Action', 'Adventure', 'Drama']"
Jurgen Schadeberg,['Documentary']
Aristotle Athiras,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Kamala Lopez,['Documentary']
T.C. Christensen,"['Faith and Spirituality', 'Adventure', 'Drama', 'Western']"
Irving Reis,"['Drama', 'Romance']"
Karen J Lloyd,"['Animation', 'Kids']"
Jayson Thiessen,"['Animation', 'Kids']"
Gautham Menon,"['Action', 'Suspense']"
Anna Elizabeth James,"['Drama', 'Sports', 'Kids']"
Peter Kosminsky,['Drama']
 Mary Soan,['Drama']
Hernán Jiménez,"['Comedy', 'Drama']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Kevin Lima,"['Comedy', 'Kids']"
Nickolas Rossi,['Documentary']
Charles Binamé,"['Drama', 'Suspense']"
Steve Gerbson,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Charlie Arnaiz,['Music Videos and Concerts']
Daniel Bernal,['Science Fiction']
Cati Gonzalez,"['Drama', 'LGBTQ', 'Young Adult Audience']"
Lekh Tandon,"['Drama', 'Romance']"
Cannis Holder,"['Kids', 'Animation']"
Michelle Ferrari,['Documentary']
Simon Hunter,"['Action', 'Drama', 'Young Adult Audience']"
Mark Robson,"['Action', 'Drama', 'Romance']"
Steven Feinartz,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Dustin Jacobs,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Gobi M. Rahimi,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
David Au,"['Comedy', 'LGBTQ', 'Romance']"
John Rich,"['Action', 'Arts', 'Entertainment', 'and Culture', 'Comedy']"
Anthony Lucero,"['Comedy', 'Drama']"
Graham Elwood,"['Comedy', 'Documentary', 'Special Interest']"
Lewis R. Foster,['Western']
Frazer Bailey,['Documentary']
Ian Harris,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
William L. Nolte,"['Arts', 'Entertainment', 'and Culture']"
Mandeep Benipal,"['Comedy', 'Drama', 'Romance', 'Action', 'Suspense']"
John L. Potash,"['Documentary', 'Special Interest']"
Jeethu Joseph,['Drama']
Mark Joffe,"['Drama', 'Romance', 'Suspense']"
Roy William Neill,"['Drama', 'Suspense', 'Adventure']"
Harold Young,"['Comedy', 'Drama']"
Matthew Robbins,"['Action', 'Adventure', 'Fantasy']"
John Hyams,"['Action', 'Drama']"
Christian Hughes,['Kids']
Charles B. Griffith,['Comedy']
Micah Troy,['Drama']
John Asher,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Adventure']"
Milton Lage,"['Music Videos and Concerts', 'Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Brian Hennigan,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Doug Benson,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Will McFadden,['Drama']
Lee Friedlander,"['Drama', 'Suspense']"
William Nigh,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Drama', 'Military and War', 'Suspense', 'Action']"
John Ford,"['Adventure', 'Drama', 'Western', 'Comedy', 'Action', 'Romance']"
Mike Dunkin,['Horror']
Jeremy Norrie,['Documentary']
Donald Crisp,['Action']
John Asher,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Adventure']"
Nathaniel Atcheson,"['Science Fiction', 'Suspense']"
Jim Henson,"['Fantasy', 'Kids', 'Comedy', 'Drama']"
Justin Foia,['Suspense']
William Wyler,"['Drama', 'Romance', 'Suspense', 'Comedy', 'Action', 'Western']"
Baeble Music,"['Music Videos and Concerts', 'Comedy', 'Arts', 'Entertainment', 'and Culture']"
Sidney Furie,"['Comedy', 'Sports', 'Horror', 'Science Fiction']"
Dominic Wade,['Documentary']
Super Simple Songs,"['Kids', 'Animation']"
Marshall Cook,"['Comedy', 'Arthouse', 'Drama']"
Benjamin Arfmann,"['Drama', 'Horror', 'Young Adult Audience']"
Robert Stevenson,"['Drama', 'Romance']"
Thomas Borch Nielse,"['Comedy', 'Kids']"
J. Robert Wagoner,"['Action', 'Drama']"
Etienne Sauret,['Documentary']
Dave O'Leske,"['Documentary', 'Special Interest', 'Sports']"
John Hussey,"['Kids', 'Music Videos and Concerts', 'Special Interest']"
Matt Drummond,"['Adventure', 'Kids', 'Science Fiction', 'Action']"
Han Sang-ho,"['Action', 'Kids']"
J.J. Johnson,['Kids']
Jay Franklyn Jituboh,"['Drama', 'Romance']"
Timothy Hutton,"['Comedy', 'Drama']"
Kids 1st TV - Kids Nursery Rhymes TV and Baby Songs,"['Animation', 'Kids']"
Tim Gray,"['Documentary', 'Special Interest']"
Etta Devine,"['Comedy', 'Science Fiction']"
 Gabriel Diani,"['Comedy', 'Science Fiction']"
Jordan Hill,"['Documentary', 'Special Interest']"
Lisa Immordino Vreeland,"['Documentary', 'Special Interest']"
 Bent-Jorgen Perlmutt,"['Documentary', 'Special Interest']"
 Frédéric Tcheng,"['Documentary', 'Special Interest']"
Jeremiah S. Chechik,"['Drama', 'Horror', 'Suspense']"
R.S Durai Senthilkumar,"['Action', 'Drama']"
Sanjay Gadhvi,"['Action', 'International']"
Shashank Khaitan,"['Drama', 'International', 'Comedy', 'Romance']"
Adam Ripp,"['Horror', 'Suspense']"
Farhad Mann,"['Horror', 'Suspense', 'Young Adult Audience']"
Shamim Sarif,"['Drama', 'Suspense']"
Baeble Music,"['Music Videos and Concerts', 'Comedy', 'Arts', 'Entertainment', 'and Culture']"
Sarah Holt,"['Documentary', 'Special Interest']"
 Ma Liyan,"['Documentary', 'Special Interest']"
 Caitlin Saks,"['Documentary', 'Special Interest']"
 Zachary Fink,"['Documentary', 'Special Interest']"
Steven Bernstein,['Drama']
Manny Rodriguez,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Alvin Rakoff,"['Horror', 'Suspense']"
Frida Barkfors,['Documentary']
 Lasse Barkfors,['Documentary']
Kurt Kuenne,"['Documentary', 'Drama', 'Suspense']"
Bharat Kamma,"['Action', 'Drama', 'Romance']"
Alan Metzger,"['Drama', 'Suspense']"
Sam Peckinpah,"['Drama', 'Western']"
Mike Cuff,"['Action', 'Adventure']"
 Scott Windhauser,"['Action', 'Adventure']"
Alex De Rakoff,"['Action', 'Drama']"
Alex Turner,"['Historical', 'Horror', 'Western']"
Gary Sherman,['Horror']
Neil Fearnly,"['Action', 'Arts', 'Entertainment', 'and Culture', 'Drama']"
Terry Miles,"['Action', 'Suspense', 'Drama', 'Western']"
Steve Wilson,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Lance Bangs,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Manish Vatsalya,"['Action', 'Drama', 'International']"
A.R. Murugadoss,"['Action', 'Drama', 'International']"
A.R. Murugadoss,"['Action', 'Drama', 'International']"
A.R. Murugadoss,"['Action', 'Drama', 'International']"
Terry Morse,"['Drama', 'Kids']"
 Terry O. Morse,"['Drama', 'Kids']"
Ismael Rodriguez,"['Drama', 'Western']"
 Albert C. Gannaway,"['Drama', 'Western']"
 Ismael Rodríguez,"['Drama', 'Western']"
Chris L. Griffin,['Suspense']
Lew Landers,"['Drama', 'Suspense']"
Lloyd Corrigan,"['Comedy', 'Arts', 'Entertainment', 'and Culture']"
Tim McCanlies,"['Comedy', 'Drama']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Samuel Brownfield,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Adam Rothlein,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Joseph Kane,"['Western', 'Action', 'Suspense', 'Military and War']"
Jay Karas,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Tim Gray,"['Documentary', 'Special Interest']"
Tim Gray,"['Documentary', 'Special Interest']"
Charles Binamé,"['Drama', 'Suspense']"
Bernard Carr,['Comedy']
Roman Polanski,['Drama']
John Murray,"['Documentary', 'Special Interest']"
 Emer Reynolds,"['Documentary', 'Special Interest']"
Ollie Bartlett,['Music Videos and Concerts']
Phillip Escott,"['Drama', 'Horror', 'Suspense']"
 Craig Newman,"['Drama', 'Horror', 'Suspense']"
Damon Thomas,"['Drama', 'Historical', 'Suspense']"
Stacy Peralta,['Documentary']
Nick Millard,['Drama']
Frédéric Schoendoerffer,"['Action', 'Suspense']"
 Yann Brion,"['Action', 'Suspense']"
Benjamin Dickinson,"['Drama', 'Science Fiction']"
Eleanore Lindo,"['Comedy', 'Drama']"
Rick Bieber,['Drama']
Manny Rodriguez,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Sean Stanek,"['Horror', 'Drama', 'Suspense']"
 Corbin Timbrook,['Horror']
Delmer Daves,"['Action', 'Western', 'Drama', 'Suspense']"
Daniel Knudsen,"['Action', 'Kids', 'Drama', 'Comedy']"
Robert N. Bradbury,['Western']
Elliot Weaver,"['Documentary', 'Action', 'Science Fiction']"
 Zander Weaver,"['Documentary', 'Action', 'Science Fiction']"
Roland West,"['Action', 'Drama', 'Suspense', 'Horror', 'Science Fiction']"
Robert Fernandez,"['Documentary', 'Special Interest', 'Animation', 'Drama', 'Kids']"
Nicolas Silhol,"['Drama', 'Suspense']"
Miles O'Brien,['Documentary']
David Dhawan,"['Comedy', 'Drama']"
Ralph Bakshi,"['Action', 'Animation', 'Fantasy']"
Luther Reed,['Drama']
Jeremiah Camara,"['Documentary', 'Faith and Spirituality']"
William A. Graham,"['Comedy', 'Drama']"
AK.REED FILMS (Amire K Reed),['Drama']
 DUECE KING,['Drama']
Jim Gardner,"['Kids', 'Special Interest']"
Alden Peters,"['Documentary', 'LGBTQ']"
Gary Crenshaw,['Action']
Joe Kane,['Western']
Howard Hawks,"['Drama', 'Romance', 'Arts', 'Entertainment', 'and Culture', 'Comedy']"
 William Wyler,"['Comedy', 'Drama', 'Romance', 'Action']"
 Richard Rosson,"['Drama', 'Romance']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Mat Whitecross,"['Documentary', 'Music Videos and Concerts']"
James Ward Byrkit,"['Drama', 'Horror', 'Science Fiction']"
Edward Finney,['Western']
Don Medford,"['Drama', 'Military and War', 'Action']"
Thom Fitzgerald,"['Comedy', 'LGBTQ', 'Romance']"
Isaac Florentine,"['Action', 'Suspense']"
 Scott Adkins,"['Action', 'Suspense']"
Jonathan W.C. Mills,"['Documentary', 'Special Interest']"
Pusic Entertainment,"['Kids', 'Sports']"
Pusic Entertainment,"['Kids', 'Sports']"
Andrew Gunn,"['Drama', 'Science Fiction']"
Brian Volk-Weiss,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary', 'Young Adult Audience', 'LGBTQ']"
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
Cannis Holder,"['Kids', 'Animation']"
Cannis Holder,"['Kids', 'Animation']"
Lo Lieh,"['Action', 'Drama']"
Jesse Sweet,['Documentary']
Matthew Heineman,['Documentary']
Alex Gibney,"['Documentary', 'Special Interest', 'Music Videos and Concerts', 'Arthouse']"
Ramon Sloan,"['Action', 'Drama', 'Suspense']"
 Beasy Jones,"['Action', 'Drama', 'Suspense']"
Philippa Lowthorpe,"['Drama', 'Adventure', 'Kids', 'Romance', 'Action']"
Arthur van Merwijk,"['Animation', 'Kids']"
Marco Deufemia,"['Comedy', 'Romance']"
Leslie Hope,"['Drama', 'Romance']"
Emily Moss Wilson,"['Drama', 'Romance']"
HooplaKidz,"['Kids', 'Animation', 'Special Interest']"
Daniel Knudsen,"['Action', 'Kids', 'Drama', 'Comedy']"
HooplaKidz,"['Kids', 'Animation', 'Special Interest']"
Irving Rapper,"['Drama', 'Special Interest']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Patrick Meaney,['Documentary']
Priyadarshan Jadhav,['Comedy']
Rami Alon,['Drama']
 Silvio Narizzano,['Drama']
Jean-Claude La Marre,['Drama']
Kishore Tirumala,"['Drama', 'International']"
Shola Lynch,['Documentary']
ELVIRE BERAHYA LAZARUS,"['Documentary', 'Special Interest']"
Fritz Kiersch,['Horror']
Santosh P Jayakumar,"['Comedy', 'International']"
Nicole Lucas Haimes,"['Documentary', 'Special Interest']"
Paul Leyden,"['Comedy', 'Drama']"
Elisa Amoruso,['Documentary']
Elisa Amoruso,['Documentary']
Nick Budabin,"['Documentary', 'Special Interest', 'Sports']"
Hansal Mehta,"['Comedy', 'Drama']"
Vin Moore,"['Comedy', 'Suspense']"
Tanuj Chopra,"['Action', 'Comedy', 'Special Interest']"
Marvin Hayes,"['Comedy', 'Drama', 'Romance']"
Catherine Gund,"['Documentary', 'LGBTQ']"
 Daresha Kyi,"['Documentary', 'LGBTQ']"
John Lloyd Taylor,['Documentary']
Dennis Hopper,"['Action', 'Comedy', 'Drama', 'Suspense']"
Marilyn Ness,"['Documentary', 'Special Interest']"
Dianne Dreyer,['Drama']
Godfrey Ho,['Action']
Ryan Brennan,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Mike Nichols,"['Action', 'Comedy', 'Military and War', 'Romance', 'Drama']"
Ryan Phillippe,"['Action', 'Drama', 'Suspense']"
Martin Ritt,"['Comedy', 'Drama', 'Western', 'Action']"
Bernard B. Ray,['Drama']
Max Fleischer,"['Animation', 'Special Interest']"
Alex Pastor,['Drama']
 David Pastor,['Drama']
John Erman,"['Action', 'Drama']"
Nick Searcy,"['Action', 'Drama', 'Western']"
Elmer Clifton,"['Drama', 'Suspense', 'Action', 'Western']"
Thomas Carr,"['Adventure', 'Drama']"
Lisa Marie Gamlem,"['Action', 'Comedy']"
 John Andreas Andersen,"['Action', 'Comedy']"
John Reinhardt,"['Action', 'Suspense', 'Drama']"
Diana C. Frank,"['Documentary', 'Special Interest']"
Nahala Johnson,"['Action', 'Drama']"
Andy Grieve,['Special Interest']
 Lauren Lazin,['Special Interest']
Lisa Arld,['Kids']
Bobcat Goldthwait,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Diane Paloma Eskenazi,"['Animation', 'Kids']"
PJ Raval,"['Documentary', 'LGBTQ', 'Special Interest']"
Woody Allen,"['Comedy', 'Drama', 'Romance', 'Historical', 'Suspense']"
Andrew Jones,"['Horror', 'Suspense', 'Young Adult Audience', 'Action', 'Drama']"
Douglas Cheek,"['Fantasy', 'Horror', 'Science Fiction']"
Seymour Robbie,"['Action', 'Comedy', 'Drama']"
Mahesh Narayan,"['Drama', 'Suspense']"
Mahesh Narayan,"['Drama', 'Suspense']"
F. Richard Jones,"['Drama', 'Suspense']"
Leslie Selander,['Western']
John Brenkus,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Manny Rodriguez,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Chi Lo,['Action']
Doo-yopng Lee,['Action']
Richard Erdman,"['Comedy', 'Western']"
Pras Lingam,"['Science Fiction', 'Horror']"
Samuel Brownfield,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Tuva Novotny,"['Comedy', 'Drama', 'Sports']"
Richard Dutcher,"['Drama', 'Suspense']"
Sarah Gavron,"['Arthouse', 'Drama', 'Romance']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Ryan Polito,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'LGBTQ']"
Tuvshinbold Naidandorj,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
Lou Kennedy,['Action']
Peter Facinelli,['Comedy']
Harold Schuster,"['Comedy', 'Music Videos and Concerts', 'Drama', 'Special Interest']"
 Harold D. Schuster,"['Comedy', 'Music Videos and Concerts']"
Gezus Zaire,"['Documentary', 'Sports']"
Daniel Duran,"['Arts', 'Entertainment', 'and Culture', 'Romance']"
Quentin Lee,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'LGBTQ']"
Sam Newfield,"['Western', 'Arts', 'Entertainment', 'and Culture', 'Drama', 'Action', 'Adventure', 'Suspense']"
Baeble Music,"['Music Videos and Concerts', 'Comedy', 'Arts', 'Entertainment', 'and Culture']"
Mike White,"['Comedy', 'Drama']"
Scott Montoya,"['Arts', 'Entertainment', 'and Culture', 'Comedy']"
Scott L. Montoya,"['Arts', 'Entertainment', 'and Culture', 'Comedy']"
Howard Bretherton,"['Military and War', 'Western', 'Action', 'Suspense', 'Drama']"
Mischa Kamp,"['LGBTQ', 'Romance', 'Sports']"
Susan Seidelman,"['Comedy', 'Romance', 'Drama']"
Malcolm Mowbray,"['Comedy', 'Romance']"
William Nigh,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Drama', 'Military and War', 'Suspense', 'Action']"
Wallace Fox,"['Suspense', 'Comedy', 'Drama', 'Action']"
Wallace Fox,"['Suspense', 'Comedy', 'Drama', 'Action']"
Raymond De Felitta,"['Drama', 'Comedy']"
MITCH CREDLE,"['Action', 'Drama']"
Mainak Bhaumik,"['International', 'Suspense', 'Arts', 'Entertainment', 'and Culture', 'Drama']"
Claire Richards,"['Documentary', 'Special Interest']"
Ivan Passer,['Drama']
Leon Ding,"['Animation', 'Kids', 'Comedy']"
Wells Root,['Western']
Toby Dye,['Documentary']
Manny Rodriguez,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
USP Studios,"['Animation', 'Kids', 'Music Videos and Concerts']"
 Bob the Train,"['Animation', 'Kids']"
Cheyenne Picardo,"['Arts', 'Entertainment', 'and Culture', 'Documentary', 'LGBTQ']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Jay Karas,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
John Badham,"['Action', 'Drama', 'Suspense', 'Romance']"
Robert N. Bradbury,['Western']
Norman Taurog,"['Arts', 'Entertainment', 'and Culture', 'Comedy']"
Danielle Krudy,"['Comedy', 'Drama', 'Suspense']"
 Bridget Savage Cole,"['Comedy', 'Drama', 'Suspense']"
Uwe Boll,"['Action', 'Suspense']"
Gaelan Connell,"['Action', 'Adventure', 'Comedy']"
Frank Lloyd,"['Action', 'Drama']"
